ID,Status,Zonal Office,Company,Incident Number,Incident Date,Report Date,Contaminat,Estimated Quantity,Quantity Recovered,Spill Stop Date,Type of Facility,Cause,Initial Containment Measures,Site Location Measures,Latitude,Longitude,LGA,Estimated Spill Area,Spill Area Habitat,Description of Impact,States Affected,,Form A Date,Form B Date,Form C Date,JIV Date,Present at JIV,Cleanup Date,Cleanup Completed Date,Cleanup Methods,Post-Cleanup Inspection Date,Post-Impact Assessment Date,Remediation Start,Remediation End,Remediation Type,Final Sampling Date,Final Lab Results,Certificate Date,Certificate Number,Last Updated By
231937,confirmed,wa,ERL,ERL/M148/HSSE/NOS/2022/006,6/15/2022,6/15/2022,cr,0.5,,,fl,sab,bw,TP-5 AJATITON/KOLOKOLO,6.0882778,5.5018083,Ikpoba-Okha,,sw,Vegetation and surface water were impacted. Dead floating fish was seen. The spill was within and outside the company's right of way.,ED,,,,,6/16/2022,"nosdra,cmmnt,cmpny,mnstry",,,,,,,,,,,,,2022-06-22 WA003
231934,confirmed,wa,ERL,ERL/M148/HSSE/NOS/2022/005,6/15/2022,6/15/2022,no,,,,fl,sab,,TP-5 AJATITON/KOLOKOLO,6.0310914,5.6739033,Ethiope-West,,la,There was no spill. A hot tap valve was installed at 12 O'Clock position on the 6'' TP-5 Oziengbe Flowline.,ED,,,,,6/16/2022,"nosdra,cmmnt,cmpny,mnstry",,,,,,,,,,,,,2022-06-22 WA003
244278,confirmed,by,NAOC,2022/SAR/049/115,6/14/2022,6/14/2022,cr,7,,6/14/2022,pl,sab,bm,6'' AZUZUAMA/TEBIDABA PIPELINE AT IKEBIRI,4.6578889,5.9187222,Southern-Ijaw,0.00225926,sw,THE SPILL WAS AS A RESULT OF SABOTAGE SINCE THERE WAS A VISIBLE INSTALLED 2'' FLANGE ON THE PIPELINE AT 12 O'CLOCK POSITION. THE SPILL WAS OUTSIDE COMPANY RIGHT OF WAY. VEGETATION WAS IMPACTED.,BY,,6/14/2022,6/22/2022,,6/14/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,"2022-09-29 BY004, 2022-10-04 AB014"
243343,confirmed,by,NAOC,2022/LAR/066/114,6/14/2022,6/14/2022,cr,2.31,1.2,6/16/2022,pl,sab,,6'' TUOMO/OGBOINBIRI PIPELINE AT AYAMASA,5.1071111,5.9100556,Ekeremor,0.00059612,la,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS A VISIBLE HACKSAW CUT ON THE FACILITY. THE SPILL WAS WITHIN COMPANY RIGHT OF WAY. VEGETATION WERE IMPACTED,BY,,6/22/2022,6/29/2022,,6/16/2022,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,"2022-09-13 BY015, 2022-09-29 BY004"
234295,confirmed,uy,MPN,Oct-22,6/14/2022,6/16/2022,other:,0.0252,,6/14/2022,tf,eqf,other:,QIT / Ibeno,4.545,8.5791667,Bakassi,,la,,AK,,6/16/2022,6/24/2022,,,,,,,,,,,,,,,,2023-02-07 AB008
233979,confirmed,ph,SPDC,2019__2417212,6/14/2022,,no,,,,pl,sab,,24'' NKPOKU-BOMU TNP @ EGBALOR-ELEME.,4.786716,7.185272,Eleme,,la,1.5'' VALVE WAS INSTALLED AT 12 0' CLOCK POSITION ON THE PIPELINE AND CONNECTED TO A 1.5'' GALVANIZED PIPE BY UNKNOWN PERSON(S).,RI,,,,,7/1/2022,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2022-07-29 AB008
233978,confirmed,wa,SPDC,465195,6/14/2022,6/16/2022,cr,3,,,pl,sab,other:none,6'' YOKRI CLUSTER 51 BULKLINE B2 - MANIFOLD 4,5.4286111,5.2738889,Burutu,,sw,"Vegetation and soil were impacted, the spill was within the company's right of way.",DE,,6/24/2022,,,7/1/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",7/7/2022,7/23/2022,Manual.,10/7/2022,,,,,,,,,"2022-07-05 WA003, 2022-08-01 WA003, 2022-09-04 WA003, 2022-10-17 WA003"
231956,confirmed,ph,SPDC,462309,6/14/2022,6/14/2022,no,,,,pl,sab,,"20"" Rumuekpe_Nkpoku PL @ Ibaa",4.9540556,6.8221667,Emuoha,,,Installation of Pipeline for oil theft,,,,,,6/18/2022,"cmmnt,cmpny,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,2022-07-04 AB017
244276,confirmed,by,NAOC,2022/SAR/050/116,6/13/2022,6/13/2022,cr,7,4.2,6/14/2022,pl,sab,bm,6'' AZUZUAMA/TABIDABAB PIPELINE AT IKEBIRI,4.6569722,5.9186944,Southern-Ijaw,0.00200158,sw,THE SPILL WAS AS A RESULT OF SABOTAGE SINCE THERE WAS A VISIBLE INSTALLED 3'' FLANGE ON THE PIPELINE AT 12 O'CLOCK POSITION. THE SPILL WAS OUTSIDE COMPANY RIGHT OF WAY. VEGETATION WAS IMPACTED.,BY,,6/22/2022,6/22/2022,,6/14/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-09-29 BY004
231955,confirmed,ph,SPDC,458182,6/13/2022,6/13/2022,no,,,,pl,sab,,"20"" Rumuekpe-Nkpoku PL @ Ibaa",4.9534722,6.8422222,Emuoha,,,"3"" Valve was installed on the pipeline for oil theft purpose",,,,,,6/16/2022,"cmmnt,cmpny,mltry,mnstry,nosdra",,,,,,,,,,,,,2022-07-18 AB017
234487,reviewed,ph,SPDC,458946,6/12/2022,6/12/2022,cr,3,,6/22/2022,pl,sab,tr,"36""Nkpoku - Bomu pl at Ngbonchia",4.8254722,7.1367778,Eleme,0.00064,la,Unknown person(s) made a pin hole on the facility at 9 O'clock position,RI,,,,7/15/2022,6/22/2022,"cmmnt,cmpny,dpr,mnstry,nosdra,mltry",,,,,9/22/2022,,,,,,,,"2022-10-04 PH116, 2022-11-23 PH082"
243316,confirmed,by,NAOC,2022/SAR/048/113,6/11/2022,6/11/2022,cr,0.13,,6/11/2022,pl,sab,bm,14'' OGBOINBIRI/TEBIDABA PIPELINE AT IKEBIRI,4.6806111,5.9619444,Southern-Ijaw,0.00003314,sw,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS A VISIBLE INSTALLED 3'' FLANGE VALVE ON THE PIPELINE AT 12 O' CLOCK POSITION. THE SPILL WAS WITHIN COMPANY RIGHT OF WAY. VEGETATION WERE IMPACTED.,BY,,6/15/2022,6/22/2022,,6/11/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,"2022-09-12 BY015, 2022-09-29 BY004"
231907,confirmed,ph,NAOC,2022/LAR/065,6/11/2022,6/11/2022,cr,17.5,0,,pl,sab,Non,"24"" Ogoda-Brass Pipeline at Oyigba, Ahoada-West LGA, Rivers State",5.092,6.5644722,Ahoada-West,0.00273177,la,"Hacksaw Cuts at 10-12 O'Clock position, and 75.92m away at 2-3 O'Clock position on the Pipeline by Unknown Person(s)",RI,,,,,6/13/2022,"nosdra,cmpny,mnstry,cmmnt,mltry,plc",,,,,,,,,,,,,2022-07-04 AB017
231895,confirmed,ph,NAOC,2022/LAR/064,6/10/2022,6/10/2022,cr,9.2,,6/11/2022,pl,sab,,"18"" EBOCHA - OGODA P/L @ UBETA",5.1196944,6.5824167,Ahoada-West,0.00043553,la,150mm HACKSAW CUT WAS OBSERVED ON THE FACILITY AT 10 - 12 O' CLOCK POSITION.,RI,,,,,6/11/2022,"nosdra,mnstry,cmpny",,,,,,,,,,,,,2022-07-29 AB008
244275,confirmed,by,NAOC,2022/SAR/043/107,6/9/2022,6/9/2022,cr,0.1,0.1,6/10/2022,pl,sab,,18'' TEBIDABA/BRASS PIPELINE AT LAGOSGBENE,4.4749722,6.1307778,Brass,119.76,sw,THE SPILL WAS AS A RESULT OF SABOTAGE SINCE THERE WAS A VISIBLE INSTALLED 3'' VALVE ON THE PIPELINE AT 12 O'CLOCK POSITION. THE SPILL WAS WITHIN COMPANY RIGHT OF WAY.,BY,,6/15/2022,6/22/2022,,6/10/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-09-29 BY004
243376,confirmed,by,NAOC,2022/SAR/042/106,6/9/2022,6/9/2022,cr,0.5,,6/28/2022,pl,eqf,,24'' OGODA/BRASS PIPELINE AT EGEINKIRI,4.4315,6.3294167,Nembe,0.000008,,THE SPILL WAS DUE TO EQUIPMENT FAILURE SINCE LEAKAGE WAS SEEN FROM PREVOIUS WELDED JOINT. THE SPILL WAS WITHIN COMPANY RIGHT OF WAY,BY,,6/15/2022,8/1/2022,,6/28/2022,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,"2022-09-15 BY015, 2022-09-29 BY004"
231909,confirmed,uy,MPN,Sep-22,6/8/2022,6/9/2022,cr,0.00009,,,other:,other:,other:,Ubit PP OML 67,4.2833333,8.1805556,,,of,,AK,,6/9/2022,6/17/2022,,,,,,,,,,,,,,,,"2022-06-30 AB008, 2022-07-28 UY006"
231905,confirmed,ph,SPDC,454595,6/8/2022,6/8/2022,cr,75,25,6/10/2022,pl,sab,pt,"36"" Rumuekpe-Nkpoku Pipeline @ Ibaa",4.953161,6.844304,Ikwere,0.52,la,Runoff of the spilled crude impacted an existing spill incidence caused by destruction of a bunkery site that impacted the ROW about 100m from the recent spill site.,RI,,6/10/2022,6/23/2022,7/1/2022,6/10/2022,"nosdra,mnstry,cmpny,cmmnt,mltry,plc,oth",,,,10/27/2022,,,,,,,,,"2022-08-12 AB017, 2022-10-04 PH116, 2022-10-29 PH140"
231945,confirmed,ph,NAOC,2022/LAR/063,6/6/2022,6/6/2022,co,6.92,5,6/7/2022,fl,sab,,Oshie 15Ss Flow line @ Oshie Community River Crossing.,5.1037222,6.483,Yenagoa,0.00009466,la,Five(5) nos. Of hacksaw cuts were observed on the facility within a distance of 2m.,RI,,,,,6/7/2022,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2022-07-04 AB017
231914,reviewed,ph,SPDC,452837,6/6/2022,6/7/2022,no,,,,pl,,,"SPDC 20"" Kolocreek - Rumuekpe pipeline at Owerewere, Abua - Odual LGA , Rivers state.",4.9619,6.5861111,Abua-Odual,,la,,RI,,,,,6/10/2022,"nosdra,mnstry,cmmnt,cmpny,oth",,,,,,,,,,,,,2022-08-09 PH116
231911,confirmed,wa,NPDC,NPDC/HSE/OPU/45/003/22,6/6/2022,6/7/2022,cr,1,,,pl,sab,bm,16'' OPUAMA - OTUMARA EXPORT LINE,5.9427222,5.045,Warri-North,,sw,"Vegetation and surface water were impacted, the spill was within and outside the company's right of way.",DE,,,,,6/8/2022,"nosdra,cmpny,cmmnt",,,,,,,,,,,,,"2022-06-16 WA003, 2022-06-19 WA003"
231894,confirmed,ph,HHOG: HEIRS HOLDING OIL AND GAS LIMITED,IN-0528,6/6/2022,6/7/2022,co,,,,pl,sab,pt,8''Oyibo-Elelewon Manifold d/l @ Elelewon Community of River State,4.8510556,7.1217222,Obio/Akpor,,la,"Fire out break, non leak",,,,,,6/8/2022,"cmmnt,cmpny,mnstry,nosdra,plc",,,,,,,,,,,,,"2022-07-29 AB008, 2023-06-13 AB008"
231931,confirmed,wa,Heritage,HEOSL/2022/177,6/5/2022,6/5/2022,cr,15,,,pl,sab,,28'' TRANSFORCADOS PIPELINE AT BATAN,5.5629167,5.5584917,Warri-South,,sw,Vegetation and Surface water were impacted. The spill was within and outside the company's right of way.,DE,,,,,6/18/2022,"nosdra,cmmnt,cmpny,mnstry",,,,,,,,,,,,,2022-06-22 WA003
231883,confirmed,wa,SEPLAT,SEPLAT/WA/OS/03/2022,6/5/2022,6/6/2022,cr,0.06,,,fs,ome,bw,AMUKPE INTEGRATED FACILITY @ AMUKPE COMMUNITY.,5.8625833,5.6910833,Sapele,,la,"Overflow of Saver pit due to heavy downpour/ flooding. Vegetation and soil were impacted, the spill was within the company's right of way.",DE,,,,,6/8/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2022-06-09 WA003, 2022-07-29 AB008"
231862,confirmed,wa,NPDC,NPDC/HSE/OGH/98/003/22,6/5/2022,6/6/2022,no,,,,pl,sab,other:N/A,10'' OGHAREFE-AMUKPE EXPORTLINE BY ETHIOPE RIVER BANK.,5.9085639,5.70455,Ethiope-West,,sw,An elbow shaped 4'' illegal pipe mounted on a 10'' pipeline at 12 O'clock position. There was no spill.,DE,,,,,6/6/2022,"nosdra,mnstry,cmmnt,cmpny",,,,,,,,,,,,,2022-06-09 WA003
243355,confirmed,by,NAOC,2022/SAR/040,6/4/2022,6/4/2022,cr,15,1.2,6/6/2022,pl,sab,,14'' OGBOINBIRI/TEBIDABA PIPELINE AT IKEINGHENBIRI,4.6687778,5.9604167,Southern-Ijaw,0.00392145,sw,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS A VISIBLE INSTALLED 2'' NIPPLE ON THE PIPELINE AT 12 O' CLOCK POSITION. THE SPILL WAS OUTSIDE COMPANY RIGHT OF WAY. VEGETATION WAS IMPACTED.,BY,,6/8/2022,6/16/2022,,6/4/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,"2022-09-19 BY015, 2022-09-30 BY004"
231897,confirmed,ph,SEPLAT,Seplat/EA/OS/03/2022,6/4/2022,6/4/2022,cr,2,1.98,6/5/2022,fl,sab,bw,"8"" ohaji south flowline OML 53",5.3676944,6.8425,Ohaji/Egbema,,la,IMPACTED AREA 0.032ha,IM,,6/7/2022,6/16/2022,6/29/2022,6/7/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-10-04 PH116
231866,confirmed,ph,NAOC,2022/LAR/GLI/028,6/4/2022,,no,,,,fl,sab,,OBIAFU 41/42T FLOWLINE AT OMOKU,5.3944444,6.6298056,Ogba/Egbema/Ndoni,,la,"UNKNOWN PERSONS INSTALLED 3"" BALL VALVE WITH PIPE CONNECTION AT 12 O'CLOCK POSITION ON THE FLOWLINE",RI,,,,,6/5/2022,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-06-20 AB017
231857,confirmed,ph,NAOC,2022/LAR/GLI/029,6/4/2022,6/4/2022,,,,,gl,sab,,"8'' OBOB-INDORAMA NGL DELIVERY LINE AT EBEGORO, ONELGA",5.3532778,6.7006389,Ogba/Egbema/Ndoni,,,2'' PIPE CONNECTION WAS INSTALLED ON THE FACILITY AT 10 O'CLOCK POSITION BY UNKNOWN PERSON(S) FOR THEFT,RI,,,,,6/5/2022,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2022-06-20 AB017
243233,confirmed,by,NAOC,2022/SAR/039/100,6/3/2022,6/3/2022,cr,6,1,6/3/2022,pl,sab,bm,14'' OGBOINBIRI/TEBIDABA PIPELINE AT IKEINGHENBIRI,4.7051111,5.9684194,Southern-Ijaw,0.00015624,sw,THE SPILL WAS AS A RESULT OF SABOTAGE SINCE THERE WAS A VISIBLE 3'' VALVE INSTALLATION ON THE PIPELINE AT 12 O' CLOCK POSITION. THE SPILL WAS WITHIN COMPANY RIGHT OF WAY. VEGETATION WERE IMPACTED.,BY,,6/8/2022,6/8/2022,,6/3/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-09-29 BY004
231906,confirmed,wa,SEEPCO,SEEPCO/HSE/NOSDRA/03/22,6/3/2022,6/4/2022,cr,20,15,,pl,sab,tr,16'' SEEPCO EXPORTLINE AT OKPAI NDOKWA EAST,5.6851517,6.5706183,Ndokwa-East,,la,"Farmland and vegetation was impacted, the spill was within and outside the company's right of way.",DE,,,,,6/9/2022,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-06-16 WA003
231829,confirmed,ph,SPDC,448110,6/3/2022,6/3/2022,cr,nil,nil,,pl,sab,none,20'' rumuekpe-nkpoku tnp @ ibaa,4.95335,6.84433,Ikwere,n/a,la,"4'' flange seen installed on p/l @ 12 o'clock by unknown persons, for theft purpose.",RI,,6/3/2022,6/18/2022,7/1/2022,6/6/2022,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2022-10-04 PH116, 2022-10-12 AB008"
243260,confirmed,by,NAOC,2022/SAR/037,6/1/2022,6/1/2022,cr,0.31,,6/11/2022,pl,sab,bm,14'' OGBOINBIRI/TEBIDABA PIPELINE AT IKEBIRI,4.6801111,5.9618611,Southern-Ijaw,0.00012309,sw,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS A VISIBLE 4'' FLANGE VALVE INSTALLATION ON THE PIPELINE AT 12 O' CLOCK POSITION. THE SPILL WAS WITHIN COMPANY RIGHT OF WAY.,BY,,6/8/2022,,,6/11/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-09-12 BY015
231896,confirmed,ph,SEPLAT,Seplat/EA/OS/02/2022,5/31/2022,5/31/2022,cr,NILL,NILL,,fl,sab,,"8"" FLOWWLINE OHAJI SOUTH OML 53",5.4327778,6.8466667,Ohaji/Egbema,,,NO IMPACTED SITE,IM,,6/7/2022,6/16/2022,,6/2/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-10-04 PH116
243232,confirmed,by,NAOC,2022/SAR/036/097,5/30/2022,5/30/2022,cr,8,1,5/30/2022,pl,sab,bm,18'' OGBOINBIRI/TEBIDABA PIPELINE AT IKEINGHENBIRI,4.7025278,5.9678889,Southern-Ijaw,0.00034086,sw,THE SPILL WAS AS A RESULT OF SABOTAGE SINCE THERE WAS A VISIBLE 3'' VALVE INSTALLATION ON THE PIPELINE AT 12 O' CLOCK POSITION. THE SPILL WAS OUTSIDE COMPANY RIGHT OF WAY. VEGETATION WERE IMPACTED.,BY,,6/8/2022,6/8/2022,,5/30/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-09-29 BY004
231865,confirmed,ph,NAOC,2022/LAR/060,5/30/2022,,cr,5,,6/4/2022,pl,sab,,"24"" OGODA-BRASS PIPELINE AT OSHIKA",5.0728056,6.5568056,Ahoada-West,0.00102287,ss,"UNKNOWN PERSONS INSTALLED 3"" BALL VALVE WITH PIPE CONNECTION AT 12 O'CLOCK POSITION ON THE PIPELINE",RI,,,,,6/4/2022,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-06-20 AB017
231826,confirmed,ph,NAOC,2022/LAR/061,5/30/2022,5/30/2022,cr,2.16,,,fl,cor,,"OBIAFU 29LS FLOWLINE AT OMOKU ONELGA, RIVERS STATE",5.4132778,6.5855,Ogba/Egbema/Ndoni,0.00019436,"la,ss",OIL STAINS WHICH IMPACTED A NEAR BY POND ESTIMATED TO BE 2.16BARRELS ON CORRODED SURFACE OF THE FLOWLINE.,RI,,,,,6/4/2022,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2022-06-20 AB017
229368,confirmed,ph,SPDC,433385,5/27/2022,5/27/2022,cr,njl,nil,,pl,sab,,20'' kolocreek-rumuekpe @ okoma,4.97214873,6.65127483,Ahoada-East,n/a,la,4'' valve seen installed on p/l @ 12 o'clock by unknown persons for theft purpose,RI,,,,,5/31/2022,"cmpny,dpr,mnstry,nosdra",,,,,,,,,,,,,2022-07-05 AB017
229366,confirmed,uy,MPN,Aug-22,5/26/2022,5/27/2022,other:,0.00028,,,other: Flare Relief,other:,other:,Etim PP OML 70,4.1738889,8.05,Ogo-Oluwa,,of,,AK,,5/27/2022,,,,,,,,,,,,,,,,,2022-06-30 AB008
229358,confirmed,ph,SPDC,2022_432113,5/26/2022,5/27/2022,Non-Leaking,Nil,Nil,5/26/2022,pl,sab,Nil,"28""Nkpoku-Bomu TNP at Eteo Eleme Rivers State",,N4.75591447 E7.17045328,Eleme Local Government Area,Nil,la,"2""ball valve was installed on the 28"" Nkpoku-Bomu TNP at Eteo Eleme by unknown peron's for theft.",RI,,,,,5/30/2022,"nosdra,mnstry,dpr,cmmnt,cmpny,mltry",,,,,,,,,,,,,2022-07-05 AB017
225366,confirmed,wa,Heritage,HEOSL/2022/176,5/26/2022,5/27/2022,cr,2,,,pl,eqf,tr,6'' PIPELINE AT WELL 12 OLEH.,5.4469444,6.2011111,Isoko-South,,la,Vegetation and topsoil were impacted. The spill was within and outside the company's right of way.,DE,,,,,5/30/2022,"nosdra,cmmnt,cmpny,dpr,mnstry",,,,,,,,,,,,,"2022-04-21 WA003, 2022-06-01 WA003"
229336,reviewed,ph,SPDC,2020-2660839,5/23/2022,5/23/2022,no,,,5/25/2022,pl,sab,,"28 INCH NKPOKU-BOMU TRUNKLINE AT KPOGHOR, TAI LOCAL GOVERNMENT AREA, RIVERS STATE",4.712,7.23215,Tai,,la,NO IMPACT ON THE ENVIRONMENT,RI,,,,,5/25/2022,"nosdra,cmpny,dpr,mnstry,cmmnt",,,,,,,,,,,,,2022-09-06 AB014
231828,confirmed,ph,NAOC,2022/LAR/057,5/22/2022,5/23/2022,co,0.23,,,fl,sab,,"Oshie 15SS FLOWLINE at Akinima Community Awelga, Rivers State.",5.1035278,6.4714167,Yenagoa,,,"Double hacksaw cuts were observed on the facility. At 5-7 O'clock position respectively, both cuts were 70mm wide with distance of 430mm observed between both cuts.",RI,,,,,5/23/2022,"cmmnt,cmpny,dpr,nosdra,mnstry",,,,,,,,,,,,,2022-06-20 AB017
229355,confirmed,wa,ERL,ERL/M148/HSSE/NOS/2022/004,5/21/2022,5/22/2022,cr,20,,,pl,eqf,other:none,6'' EXPORT PIPELINE TP2 @ KOLOKOLO COMMUNITY,6.071105,5.4571192,Ikpoba-Okha,,sw,"Vegetation, surface water and soil were impacted, the spill was within and outside the company's right of way.",ED,,,,,5/24/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-05-31 WA003
229312,confirmed,uy,MPN,Jul-22,5/21/2022,5/23/2022,other:,0.0001,,,other:,other:,other: Ekpe team on Adua-A were instructed to survey the vicinity & confirm the platform status for possible wash-down but reported no sheen,Ekpe PP OML 70,4.1052778,7.6238889,,,of,,AK,,5/23/2022,5/31/2022,,,,,,,,,,,,,,,,2022-06-30 AB008
243345,confirmed,by,NAOC,2022/LAR/054,5/20/2022,5/20/2022,cr,2,,5/20/2022,pl,sab,,6'' TUOMO/OGBOINBIRI PIPE LINE @ AYAMASA,5.0908056,5.9123333,Ekeremor,0.00029043,la,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS A VISIBLE HACKSAW CUT ON THE FACILITY. THE SPILL WAS WITHIN COMPANY RIGHT OF WAY. VEGETATION WERE IMPACTED,BY,,,,,5/20/2022,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,2022-09-13 BY015
231859,confirmed,wa,NPDC,NPDC/HSE/AJA/49/002/22,5/20/2022,5/20/2022,cr,10,,,fl,cor,tr,4'' AROH 2L AT AJAMIMOGHA,6.0065167,5.4178306,Warri-North,,sw,Vegetation and Soil were impacted. The spill was within and outside the company's right of way.,ED,,,,,6/3/2022,"nosdra,cmmnt,cmpny,dpr",,,,,,,,,,,,,2022-06-09 WA003
231827,confirmed,ph,NAOC,2022/LAR/056,5/19/2022,5/19/2022,co,0.32,,,fl,sab,,"Oshie 15L and 15S FLOWLINE at Oshie Community, Awelga, Rivers State.",5.1027778,6.4870278,Ahoada-West,0.00005205,"la,ss","Two hack saw cuts observed on the facility. Both cuts were observed at 5-7 O'clock position, 70mm length with distance of 1630mm apart.",RI,,,,,5/23/2022,"cmmnt,cmpny,dpr,mnstry,nosdra,mltry",,,,,,,,,,,,,2022-06-20 AB017
243427,confirmed,by,NAOC,2022/SAR/030,5/17/2022,5/17/2022,cr,6,0.13,5/17/2022,pl,sab,bw,6'' OGBOINBIRI/TEBIDABA PIPELINE AT IKIENGHENBIRI,4.7046667,5.9682778,Southern-Ijaw,0.00211222,sw,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS A VISIBLE INSTALLED 3'' VALVE ON THE PIPELINE AT 12 O'CLOCK POSITION. THE SPILL WAS WITHIN COMPANY RIGHT OF WAY. VEGETATION WAS IMPACTED.,BY,,5/17/2022,,,5/17/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,"2022-09-20 BY015, 2022-09-21 AB014"
229281,confirmed,wa,NPDC,NPDC/HSE/OGH/98/002/22,5/17/2022,5/18/2022,cr,175,100,,pl,sab,other:none,10'' NPDC OML 98 OGHAREFE - AMUKPE EXPORT LINE ROW,5.9259164,5.7043092,Ethiope-West,,ss,"Vegetation, surface water and soil were impacted, the spill was within and outside the company's right of way.",DE,,,,,5/19/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-05-23 WA003
243428,confirmed,by,NAOC,2022/SAR/029,5/16/2022,5/16/2022,cr,7,0.25,5/17/2022,pl,sab,bw,14'' OGBOINBIRI/TEBIDABA PIPELINE AT IKIENGHENBIRI,4.7046389,5.96825,Southern-Ijaw,0.00300022,sw,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS A VISIBLE INSTALLED 3'' VALVE ON THE PIPELINE AT 12 O'CLOCK POSITION. THE SPILL WAS OUTSIDE COMPANY RIGHT OF WAY. VEGETATION WAS IMPACTED.,BY,,,,,5/17/2022,"nosdra,mnstry,cmpny,mltry",,,,,,,,,,,,,2022-09-20 BY015
243347,confirmed,by,NAOC,2022/LAR/GL1/024,5/16/2022,5/16/2022,co,,,,pl,sab,,6'' TUOMO/OGBOINBIRI PIPELINE AT AYAMASA,5.1071111,5.9100556,Ekeremor,,la,THE SPILL WAS DUE TO SABOTAGE SINCE THERE WAS A VISIBLE HACKSAW CUT. IT IS A NON-LEAK POINT,BY,,,,,5/16/2022,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,2022-09-13 BY015
229278,confirmed,wa,Neconde,NPDC/NEL/HSE/SPL/2022/002,5/16/2022,5/16/2022,cr,2,,,pl,sab,other:none,NPDC / NECONDE 16'' TRUNKLINE (JONES CREEK) TO KEREMO MANIFOLD AT OWU-IBA,5.6589361,5.4213333,Warri-South-West,,sw,"Surface water was impacted, the spill was within and outside the company's right of way.",DE,,,,,5/18/2022,"nosdra,cmpny,cmmnt",7/8/2022,7/30/2022,Manual and mechanical.,8/17/2022,,,,,,,,,"2022-05-20 WA003, 2022-10-28 WA003"
244502,confirmed,wa,CHEVRON,NOSDRA/020B/2022,5/14/2022,5/15/2022,no,,,,fl,sab,"bw,bm",UTONANA WELL 11D FLOWLINE AT ABITEYE,5.71175,5.2851667,Warri-South-West,,sw,Hack saw cut was observed on the company's flowline.,DE,,,,,9/29/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-09-30 WA003
244501,confirmed,wa,CHEVRON,NOSDRA/020A/2022,5/14/2022,5/15/2022,no,,,,fl,sab,"bm,bw",UTONANA WELL 11D FLOWLINE AT ABITEYE,5.7122778,5.2866111,Warri-South-West,,sw,Hack saw cut was observed on the company's flowline.,DE,,,,,9/29/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-09-30 WA003
231918,confirmed,wa,SPDC,397904,5/12/2022,5/13/2022,no,,,,fl,cor,,4'' OTUMARA WELL - 54T FLOWLINE @ UGBOEGUNGUN,5.6548889,5.1463889,Warri-South-West,,sw,,DE,,,,,6/15/2022,"nosdra,dpr,cmpny,cmmnt",,,,,,,,,,,,,2022-06-19 WA003
229271,inconclusive,wa,SEPLAT,SEPLAT/WA/0S/02/2022,5/12/2022,5/12/2022,cr,0.9,,,wh,ytd,bm,OVHOR WELL 3S 6'' FLOWLINE CLOSE T WELLHEAD LOCATION (OML 38),5.8161667,5.6655,Sapele,,"iw,sw,ns","Vegetation and surface water were impacted, the spill was within the company's right of way.",DE,,,,,5/14/2022,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2022-05-20 WA003
